analyzer,symbol,atr_mult,rr_ratio,trades,wins,losses,win_rate,profit_factor,total_r,avg_r,error
elliott_wave,ATOM-USD,2.0,2.5,99,30,69,0.30303030303030304,1.0223273860336466,1.5405896363216165,0.015561511477996125,
elliott_wave,ATOM-USD,2.0,2.0,99,35,64,0.35353535353535354,1.067558850115681,4.323766407403577,0.04367440815559168,
elliott_wave,ATOM-USD,2.0,3.0,99,28,71,0.2828282828282828,1.1062054878355159,7.5405896363216165,0.07616757208405674,
elliott_wave,ATOM-USD,2.5,2.0,99,32,67,0.32323232323232326,0.9019771896874224,-6.567528290942707,-0.06633866960548189,
elliott_wave,ATOM-USD,2.5,1.5,99,39,60,0.3939393939393939,0.9543168854320477,-2.740986874077139,-0.027686736101789282,
elliott_wave,ATOM-USD,2.5,2.5,99,29,70,0.29292929292929293,0.9704638815579614,-2.0675282909427066,-0.02088412415093643,
elliott_wave,ATOM-USD,2.5,3.0,99,25,74,0.25252525252525254,0.8897911676137369,-8.155453596583463,-0.08237831915740872,
elliott_wave,ATOM-USD,3.0,1.5,99,40,59,0.40404040404040403,0.9885623785808101,-0.6748196637322081,-0.006816360239719274,
elliott_wave,ATOM-USD,3.0,2.0,99,36,63,0.36363636363636365,1.0561722915371756,3.5388543668420596,0.03574600370547535,
elliott_wave,ATOM-USD,3.0,2.5,99,32,67,0.32323232323232326,0.9822033069191544,-1.192378436416666,-0.012044226630471375,
elliott_wave,ATOM-USD,3.0,3.0,99,29,70,0.29292929292929293,0.9203766958595407,-5.57363128983214,-0.056299305957900406,
harmonic,ATOM-USD,2.5,1.5,17,9,8,0.5294117647058824,1.6875,5.5,0.3235294117647059,
harmonic,ATOM-USD,2.5,2.0,17,7,10,0.4117647058823529,1.2367815569098624,2.3678155690986253,0.13928326877050737,
harmonic,ATOM-USD,2.5,2.5,17,7,10,0.4117647058823529,1.5367815569098624,5.3678155690986245,0.31575385700580144,
harmonic,ATOM-USD,3.0,1.5,17,7,10,0.4117647058823529,1.05,0.5,0.029411764705882353,
harmonic,ATOM-USD,2.5,3.0,17,6,10,0.35294117647058826,1.2084579433742295,2.084579433742295,0.12262231963189972,
harmonic,ATOM-USD,3.0,2.0,17,7,10,0.4117647058823529,1.2306512974248853,2.3065129742488546,0.13567723377934438,
harmonic,ATOM-USD,3.0,2.5,17,6,10,0.35294117647058826,1.0070482861451913,0.07048286145191351,0.004146050673641971,
harmonic,ATOM-USD,3.0,3.0,17,6,10,0.35294117647058826,1.1570482861451912,1.5704828614519135,0.09238134479128902,
